咏何节妇（元·邓仕均）　　七言绝句　押侵韵	群凶贪色复贪金，岂料佳人用计深。下视井水清澈底，此时方见阿侬心。
咏赵烈女（元·邓仕均）　　七言绝句　押庚韵	苍忙就执忍偷生，欲死身无寸许兵。箭刃谁云能自决，只应扶助有神明①。
