春夜吹笛词三首（元·程一宁）　　七言绝句　押东韵	兰径香销玉辇踪，梨花不忍负春风。绿窗深琐无人见，自碾朱砂养守宫。
惜春词（元·程一宁）　　七言绝句　押歌韵	春光欲去疾如梭，冷落长门苔藓多。懒上妆台脂盖蠹，承恩难比雪儿多。
