独石（元·高鸣）　　五言绝句　押真韵	一块苍顽石，颓然半水滨。可怜阎立本，徒写五湖真。
题杜莘老华山图（元·高鸣）　　七言绝句　押尤韵	上方可望不可到，今日兴来时卧游。须信丹青有神化，世间随处是同州。
