西湖竹枝词（元·吴复）	官河绕湖湖绕城，河水不如湖水清。不用千金酬一笑，郎恩才重妾身轻。
句（元·吴复）	江花多自落，天籁或时鸣。云归沙屿白，日出水城黄。云气上天星剑湿，龟文入地石幢深。
