寄皇甫庭（元·赵复）　　七言绝句　押庚韵	寄语江南皇甫庭，此行无虑隔平生。眼前漫有千行泪，水自东流月自明。
自遗（元·赵复）　　七言绝句　押麻韵	醉乘鸾驭到仙家，彩笔云笺赋落霞。老去空山秋寂寞，自锄明月种梅花。
