悼鲜于伯几鹤二首（元·梁曾）　　七言绝句　押麌韵	翠柏屏前竹阑曲，几见毰毸雪衣舞。平生风云万里心，零落湖山一丘土。
木兰花慢 西湖送春（元·梁曾）	问花花不语，为谁落，为谁开。算春色三分，半随流水，半入尘埃。人生能几欢笑，但相逢、尊酒莫相催。千古幕天席地，一春翠绕珠围。彩云回首暗高台。烟树渺吟怀。拚一醉留春，留春不住，醉里春归。西楼半帘斜日，怪衔春、燕子却飞来。一枕青楼好梦，又教风雨惊回。
