示张唐臣诸人（元·翠华仙伯）　　七言绝句　押灰韵	玉皇香案晚朝回，小小星坛向夜开。一炷信香通鼻观，翠鸾飞背酒仙来。
示问行藏者（元·翠华仙伯）　　七言绝句　押东韵	春来看取百花丛，粉白妖红造化功。燕子莺儿休调舌，花残明日起熏风。
