栽芋（元·陈德载）　　七言绝句　押灰韵	区里饶田早下来，绿芽才发旋锄开。添泥善护儿孙长，看取秋高掇大魁。
栽桂（元·陈德载）　　七言绝句　押灰韵	云边移得数株来，人老花应次第开。傥到儿孙攀折日，也须道是阿公栽。
